Corpus,Threat Model,LLM,Metric,Higher is Better,Slope,Slope Std,Slope HDI Lower,Slope HDI Upper,ROPE,Conclusion
RJ,roberta,llama-3.1,entropy,True,0.27459441623752856,0.11899065496953021,0.049970757392300676,0.5122651879956982,0.01189906549695302,Significant Improvement
RJ,roberta,llama-3.1,bertscore,True,-0.004757045081539417,0.035479427454898085,-0.07717442418307435,0.06168736103275674,0.003547942745489809,Inconclusive
RJ,roberta,llama-3.1,pinc,True,0.015689309276521644,0.041905192446463665,-0.06699940623805825,0.09742834594672625,0.004190519244646367,Inconclusive
RJ,logreg,ministral,binary_acc1,False,0.3230179665574525,0.3285964887511239,-0.3169461495072299,0.9646363258315245,0.03285964887511239,Inconclusive
RJ,logreg,ministral,binary_acc5,False,0.029820813101025558,0.2009767145720506,-0.3581126303702031,0.42919302428898215,0.020097671457205063,Inconclusive
RJ,logreg,ministral,true_class_confidence,False,0.14861769628780905,0.12674175987450892,-0.09661832715035804,0.3894753856977261,0.012674175987450893,Inconclusive
RJ,logreg,ministral,entropy,True,0.2691893356672066,0.12161913889310103,0.03474944669570035,0.5073445897339937,0.012161913889310103,Significant Improvement
RJ,logreg,ministral,bertscore,True,0.019164545911240907,0.03965531052178552,-0.06090334197135085,0.09409642805585129,0.003965531052178552,Inconclusive
RJ,logreg,ministral,pinc,True,-0.0018123575236916698,0.048164621974249526,-0.09947912447080741,0.09151670748597775,0.004816462197424953,Inconclusive
RJ,svm,ministral,binary_acc1,False,0.32964640673389306,0.33057500515474914,-0.3125038681570674,0.9704096642942098,0.033057500515474916,Inconclusive
RJ,svm,ministral,binary_acc5,False,0.02364028987110213,0.20717434927122483,-0.3809133042614399,0.4278090400357373,0.020717434927122483,Inconclusive
RJ,svm,ministral,true_class_confidence,False,0.1548415785679625,0.1281002028188982,-0.10028677005886899,0.40063060868478445,0.01281002028188982,Inconclusive
RJ,svm,ministral,entropy,True,0.2715648906267993,0.11526808855290084,0.04101328134003118,0.48967743347114606,0.011526808855290085,Significant Improvement
RJ,svm,ministral,bertscore,True,0.019234850562710026,0.04024972280255435,-0.06036184229333382,0.09764818646848449,0.004024972280255435,Inconclusive
RJ,svm,ministral,pinc,True,-0.0015029637217840854,0.047181971790626574,-0.09305700757792339,0.08967097400164743,0.004718197179062657,Inconclusive
RJ,roberta,ministral,binary_acc1,False,0.3205131813206746,0.33360953095655593,-0.3203260921865181,0.9784296831455477,0.03336095309565559,Inconclusive
RJ,roberta,ministral,binary_acc5,False,0.027098356985974147,0.2017681191009417,-0.3667371526687093,0.4125538042303397,0.02017681191009417,Inconclusive
RJ,roberta,ministral,true_class_confidence,False,0.1532109203680494,0.1249276713967022,-0.09614116963650168,0.3915912882057618,0.012492767139670222,Inconclusive
RJ,roberta,ministral,entropy,True,0.27156874206487475,0.11950155763275865,0.029295652217879012,0.4946902768609649,0.011950155763275865,Significant Improvement
RJ,roberta,ministral,bertscore,True,0.018283291554055007,0.04024502678980619,-0.06039113852096817,0.0966605631720212,0.004024502678980619,Inconclusive
RJ,roberta,ministral,pinc,True,-0.0013847300412975182,0.04736258057195642,-0.0949884513566511,0.08943464981634414,0.0047362580571956425,Inconclusive
RJ,logreg,claude-3.5,binary_acc1,False,0.5144446813755051,0.39777296972390164,-0.272201914350412,1.3011739503979927,0.039777296972390165,Inconclusive
RJ,logreg,claude-3.5,binary_acc5,False,0.22162802764091674,0.21497553052961949,-0.1909400244595149,0.661897173658905,0.02149755305296195,Inconclusive
RJ,logreg,claude-3.5,true_class_confidence,False,0.0868835953209487,0.12195921343997103,-0.14974519799282843,0.3220223040731272,0.012195921343997104,Inconclusive
RJ,logreg,claude-3.5,entropy,True,0.1499800579722003,0.1191658051482064,-0.08385905195592958,0.37828040441754396,0.01191658051482064,Inconclusive
RJ,logreg,claude-3.5,bertscore,True,-0.0027920172035734653,0.026456120600803344,-0.053857712498081266,0.05008612876768702,0.0026456120600803347,Inconclusive
